Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,NAN
EPAA MOBILE,01/03/2023,00:00:00,15.47,,,41.56,,,31.81,,,,,,1.136,,,,,171.3,,,,,,,33.857,1013.3,37.73,154.61,0.757,,,,,,,,,,,,,
EPAA MOBILE,01/03/2023,01:00:00,11.43,,,40.58,,,19.02,,,,,,2.434,,,,,164.0,,,,,,,33.633,1013.3,39.56,232.74,0.924,,,,,,,,,,,,,
EPAA MOBILE,01/03/2023,01:59:59.990000,9.73,,,35.47,,,47.13,,,,,,2.025,,,,,164.3,,,,,,,33.401,1013.1,50.58,286.01,1.577,,,,,,,,,,,,,
EPAA MOBILE,01/03/2023,02:59:59.985000,6.05,,,11.38,,,86.73,,,,,,0.415,,,,,164.4,,,,,,,32.851,1012.8,79.92,9.06,0.771,,,,,,,,,,,,,
EPAA MOBILE,01/03/2023,03:59:59.980000,9.1,,,24.67,,,39.74,,,,,,0.508,,,,,139.5,,,,,,,32.53,1012.7,80.91,231.15,0.63,,,,,,,,,,,,,
EPAA MOBILE,01/03/2023,04:59:59.975000,4.92,,,24.26,,,24.94,,,,,,0.683,,,,,110.5,,,,,,,32.362,1012.8,81.21,2.8,1.206,,,,,,,,,,,,,
EPAA MOBILE,01/03/2023,05:59:59.970000,3.02,,,26.75,,,30.2,,,,,,0.852,,,,,97.7,,,,,,,32.386,1012.8,81.69,60.4,1.188,,,,,,,,,,,,,
EPAA MOBILE,01/03/2023,06:59:59.965000,8.04,,,34.58,,,48.54,,,,,,1.086,,,,,92.1,,,,,,,31.653,1013.3,81.05,89.24,1.365,,,,,,,,,,,,,
EPAA MOBILE,01/03/2023,07:59:59.960000,9.97,,,34.77,,,23.05,,,,,,1.197,,,,,88.4,,,,,,,31.81,1013.8,78.81,123.34,1.094,,,,,,,,,,,,,
EPAA MOBILE,01/03/2023,08:59:59.955000,14.07,,,36.91,,,41.05,,,,,,1.23,,,,,100.8,,,,,,,32.751,1014.4,75.66,177.22,0.97,,,,,,,,,,,,,
